Category	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
RI	ENSBTAG00000004755	SHKBP1	chr18	+	49880405	49880826	49880405	49880540	49880772	49880826
RI	ENSBTAG00000011343	XAF1	chr19	-	25161469	25162191	25161469	25161540	25161635	25162191
RI	ENSBTAG00000024632	LRP1B	chr2	+	56650664	56650888	56650664	56650744	56650786	56650888
RI	ENSBTAG00000006801	TMEM106A	chr19	+	43169554	43170066	43169554	43169685	43169983	43170066
RI	ENSBTAG00000050493	NA	chr21	-	66490547	66491862	66490547	66490776	66491665	66491862
RI	ENSBTAG00000050493	NA	chr21	-	66490547	66491862	66490547	66491085	66491665	66491862
RI	ENSBTAG00000050493	NA	chr21	-	66492405	66493917	66492405	66492556	66493301	66493917
RI	ENSBTAG00000005973	OVGP1	chr3	+	31891556	31892590	31891556	31891613	31892424	31892590
RI	ENSBTAG00000018204	MYH1	chr19	-	29492069	29492459	29492069	29492398	29492455	29492459
RI	ENSBTAG00000016899	ELOVL1	chr3	+	102646520	102647349	102646520	102646622	102647226	102647349
RI	ENSBTAG00000037826	NA	chr15	+	51476127	51477455	51476127	51476647	51477422	51477455
RI	ENSBTAG00000011995	NA	chr18	+	2565426	2566350	2565426	2565530	2566271	2566350
RI	ENSBTAG00000018269	MPV17	chr11	+	72324889	72325530	72324889	72325033	72325457	72325530
RI	ENSBTAG00000010383	YTHDF1	chr13	+	54332553	54333108	54332553	54332848	54333083	54333108
RI	ENSBTAG00000011154	SDC1	chr11	+	78649774	78651259	78649774	78649856	78650786	78651259
RI	ENSBTAG00000010339	ABHD11	chr25	+	33530964	33531390	33530964	33531080	33531254	33531390
RI	ENSBTAG00000051760	NA	chrX	-	4294486	4295890	4294486	4294851	4295553	4295890
RI	ENSBTAG00000015416	PEBP4	chr8	-	70239427	70240155	70239427	70239564	70239649	70240155
RI	ENSBTAG00000016913	AVIL	chr5	+	55666990	55667392	55666990	55667128	55667233	55667392
RI	ENSBTAG00000006272	NTHL1	chr25	-	1589480	1589911	1589480	1589718	1589805	1589911
RI	ENSBTAG00000019094	NLE1	chr19	+	14954562	14954881	14954562	14954601	14954737	14954881
RI	ENSBTAG00000019094	NLE1	chr19	+	14962492	14963358	14962492	14962652	14963016	14963358
RI	ENSBTAG00000021464	SPRYD3	chr5	+	26901136	26902878	26901136	26901309	26901576	26902878
RI	ENSBTAG00000013191	AGRN	chr16	-	51431891	51432197	51431891	51431997	51432072	51432197
RI	ENSBTAG00000008320	SEPTIN5	chr17	+	72796806	72799264	72796806	72796909	72797040	72799264
RI	ENSBTAG00000016589	PRPF40B	chr5	-	30215832	30216903	30215832	30215976	30216822	30216903
RI	ENSBTAG00000016561	NUBP2	chr25	+	1365929	1366857	1365929	1365999	1366297	1366857
RI	ENSBTAG00000003985	CCDC15	chr29	+	28419056	28419932	28419056	28419382	28419743	28419932
RI	ENSBTAG00000003312	CHST15	chr26	-	43747682	43748728	43747682	43747918	43748083	43748728
RI	ENSBTAG00000027932	BIRC6	chr11	+	14961159	14961484	14961159	14961172	14961304	14961484
RI	ENSBTAG00000027932	BIRC6	chr11	+	15034177	15034339	15034177	15034247	15034280	15034339
RI	ENSBTAG00000055043	NA	chrX	-	28693035	28693440	28693035	28693279	28693386	28693440
RI	ENSBTAG00000005815	RNF31	chr10	-	21000624	21000915	21000624	21000805	21000874	21000915
RI	ENSBTAG00000015019	STN1	chr26	-	24478911	24480020	24478911	24479104	24479410	24480020
RI	ENSBTAG00000021777	DOC2G	chr29	-	45472979	45473336	45472979	45473063	45473274	45473336
RI	ENSBTAG00000021777	DOC2G	chr29	-	45477987	45478644	45477987	45478463	45478566	45478644
RI	ENSBTAG00000027204	NA	chr4	+	106105803	106106204	106105803	106105936	106106035	106106204
RI	ENSBTAG00000017021	MCM4	chr14	+	19551600	19552123	19551600	19551903	19552053	19552123
RI	ENSBTAG00000017021	MCM4	chr14	+	19552245	19552600	19552245	19552335	19552436	19552600
RI	ENSBTAG00000004503	NPY	chr4	-	71622562	71623156	71622562	71622750	71623123	71623156
RI	ENSBTAG00000006143	CREB3L1	chr15	+	76318790	76319986	76318790	76319058	76319233	76319986
RI	ENSBTAG00000002484	CIAO3	chr25	-	629930	630602	629930	630068	630529	630602
RI	ENSBTAG00000009172	BCAT2	chr18	-	55420908	55421507	55420908	55421112	55421432	55421507
RI	ENSBTAG00000017365	ZBTB47	chr22	+	14803733	14805290	14803733	14804629	14804749	14805290
RI	ENSBTAG00000008966	TSPAN7	chrX	-	104581072	104582374	104581072	104582050	104582301	104582374
RI	ENSBTAG00000052739	NA	chr5	+	99713100	99714485	99713100	99713196	99713976	99714485
RI	ENSBTAG00000007348	STRA6	chr21	+	34492341	34492715	34492341	34492365	34492548	34492715
RI	ENSBTAG00000007348	STRA6	chr21	+	34506054	34507708	34506054	34506204	34506862	34507708
RI	ENSBTAG00000016050	CHKB	chr5	-	119900290	119901095	119900290	119900399	119900570	119901095
RI	ENSBTAG00000025434	ZFP36L1	chr10	-	80614619	80617445	80614619	80615764	80616479	80617445
RI	ENSBTAG00000013793	NEDD4	chr10	+	54567738	54570727	54567738	54567848	54570267	54570727
RI	ENSBTAG00000049730	TCEAL1	chrX	+	52393461	52394324	52393461	52394100	52394226	52394324
RI	ENSBTAG00000010662	LIMK2	chr17	+	70080059	70080981	70080059	70080195	70080871	70080981
RI	ENSBTAG00000007106	GATD3A	chr1	+	144148918	144149756	144148918	144149476	144149703	144149756
RI	ENSBTAG00000005819	CCDC61	chr18	+	53509693	53510065	53509693	53509904	53509982	53510065
RI	ENSBTAG00000015595	MCM5	chr5	+	73633312	73633851	73633312	73633428	73633676	73633851
RI	ENSBTAG00000007213	SIRPA	chr13	-	53197824	53199469	53197824	53198582	53199245	53199469
RI	ENSBTAG00000017281	OPLAH	chr14	+	766894	767090	766894	766916	767045	767090
RI	ENSBTAG00000012682	UNC13A	chr7	+	5489366	5489900	5489366	5489520	5489601	5489900
RI	ENSBTAG00000010786	TACC2	chr26	+	42073684	42074996	42073684	42073908	42074784	42074996
RI	ENSBTAG00000001877	HMGN5	chrX	+	71425929	71426304	71425929	71425959	71426250	71426304
RI	ENSBTAG00000009019	SH3PXD2B	chr20	-	4104990	4106589	4104990	4105392	4105455	4106589
RI	ENSBTAG00000013973	SERPIND1	chr17	+	72237736	72238762	72237736	72237881	72238200	72238762
RI	ENSBTAG00000014226	RPL34	chr6	-	16674840	16675901	16674840	16674914	16675711	16675901
RI	ENSBTAG00000019123	MEFV	chr25	-	2696637	2696788	2696637	2696711	2696774	2696788
RI	ENSBTAG00000019794	SYPL1	chr4	-	47179826	47180223	47179826	47179898	47180137	47180223
RI	ENSBTAG00000014114	KLHL26	chr7	-	4528388	4531190	4528388	4528590	4529612	4531190
RI	ENSBTAG00000020403	ZMYM2	chr12	-	36176003	36176860	36176003	36176097	36176358	36176860
RI	ENSBTAG00000021144	PSTPIP1	chr21	+	32149473	32149855	32149473	32149508	32149748	32149855
RI	ENSBTAG00000045887	DMTN	chr8	+	69393422	69393679	69393422	69393430	69393613	69393679
RI	ENSBTAG00000052040	NA	chrX	-	37437780	37438723	37437780	37437886	37438078	37438723
RI	ENSBTAG00000052040	NA	chrX	-	37437780	37438723	37437780	37437886	37438449	37438723
RI	ENSBTAG00000015108	USHBP1	chr7	+	5846575	5847243	5846575	5846789	5847124	5847243
RI	ENSBTAG00000000204	TMEM268	chr8	+	103824162	103825493	103824162	103824381	103824489	103825493
RI	ENSBTAG00000007281	SEMA6C	chr3	+	19685161	19687033	19685161	19686029	19686204	19687033
RI	ENSBTAG00000047608	MRPS22	chr1	-	129741090	129742304	129741090	129741234	129742195	129742304
RI	ENSBTAG00000018901	CTIF	chr24	+	48258093	48258733	48258093	48258348	48258607	48258733
RI	ENSBTAG00000053242	NA	chr5	-	101830745	101831737	101830745	101831019	101831480	101831737
RI	ENSBTAG00000002708	MRPL42	chr5	+	23269800	23270673	23269800	23269862	23270595	23270673
RI	ENSBTAG00000015690	PLIN4	chr7	+	19614544	19614869	19614544	19614677	19614804	19614869
RI	ENSBTAG00000015690	PLIN4	chr7	+	19618809	19623085	19618809	19619290	19620580	19623085
RI	ENSBTAG00000048151	PRPF40A	chr2	+	43510355	43510727	43510355	43510569	43510665	43510727
RI	ENSBTAG00000039738	TMIGD3	chr3	+	31810135	31810973	31810135	31810489	31810868	31810973
RI	ENSBTAG00000037413	TMEM164	chrX	+	58423904	58425106	58423904	58424135	58424437	58425106
RI	ENSBTAG00000016944	ADORA2A	chr17	-	71606680	71607332	71606680	71606740	71606952	71607332
RI	ENSBTAG00000016944	ADORA2A	chr17	-	71606680	71607332	71606680	71606849	71606952	71607332
RI	ENSBTAG00000051982	NA	chr19	+	55081442	55082657	55081442	55081812	55082593	55082657
RI	ENSBTAG00000015403	TPP1	chr15	+	46444900	46445198	46444900	46445013	46445126	46445198
RI	ENSBTAG00000010545	KXD1	chr7	-	4607346	4609194	4607346	4608317	4609147	4609194
RI	ENSBTAG00000006601	KSR1	chr19	+	19209980	19210426	19209980	19210069	19210102	19210426
RI	ENSBTAG00000045879	CALHM5	chr9	-	34213731	34214541	34213731	34214056	34214183	34214541
RI	ENSBTAG00000009682	PRORP	chr21	+	45395270	45395978	45395270	45395519	45395863	45395978
RI	ENSBTAG00000016571	FAM234A	chr25	+	287761	288392	287761	287809	288094	288392
RI	ENSBTAG00000000442	RBP4	chr26	-	14902004	14903110	14902004	14902133	14902339	14903110
RI	ENSBTAG00000049308	GAS2L3	chr5	+	64495404	64496083	64495404	64495506	64496035	64496083
RI	ENSBTAG00000013772	SRRM1	chr2	-	128253259	128254880	128253259	128254295	128254670	128254880
RI	ENSBTAG00000005058	C18H16orf70	chr18	+	34758681	34758977	34758681	34758733	34758856	34758977
RI	ENSBTAG00000009836	CHGA	chr21	+	57581947	57585058	57581947	57582417	57584567	57585058
RI	ENSBTAG00000016038	GCC2	chr11	-	44840141	44840401	44840141	44840198	44840293	44840401
RI	ENSBTAG00000025856	JMY	chr10	+	10373896	10374484	10373896	10374282	10374320	10374484
RI	ENSBTAG00000019958	NXNL2	chr8	-	89601805	89602592	89601805	89602364	89602561	89602592
RI	ENSBTAG00000004635	LLGL1	chr19	-	34400536	34400997	34400536	34400651	34400732	34400997
RI	ENSBTAG00000005578	KAT5	chr29	+	43878864	43879042	43878864	43878876	43878975	43879042
RI	ENSBTAG00000009137	NKG7	chr18	-	57439865	57441065	57439865	57440514	57440918	57441065
RI	ENSBTAG00000000177	MSLN	chr25	+	653464	653932	653464	653651	653726	653932
RI	ENSBTAG00000018052	PTPRS	chr7	+	19021879	19022185	19021879	19021938	19022070	19022185
RI	ENSBTAG00000012147	ARRDC1	chr11	+	106572977	106573420	106572977	106573088	106573369	106573420
RI	ENSBTAG00000012147	ARRDC1	chr11	+	106574105	106574773	106574105	106574282	106574352	106574773
RI	ENSBTAG00000007519	ADAR	chr3	+	15975480	15976913	15975480	15975762	15975849	15976913
RI	ENSBTAG00000007519	ADAR	chr3	+	15975849	15976913	15975849	15976646	15976763	15976913
RI	ENSBTAG00000000563	MYD88	chr22	+	11611291	11611734	11611291	11611472	11611642	11611734
RI	ENSBTAG00000005069	TM7SF2	chr29	+	43318510	43318867	43318510	43318707	43318812	43318867
RI	ENSBTAG00000010534	MPRIP	chr19	-	34984229	34984743	34984229	34984496	34984583	34984743
RI	ENSBTAG00000007609	ITFG2	chr5	-	106929738	106929912	106929738	106929750	106929781	106929912
RI	ENSBTAG00000020773	CTSW	chr29	+	43998781	43999323	43998781	43998991	43999071	43999323
RI	ENSBTAG00000021318	SCAMP5	chr21	-	33697289	33700623	33697289	33700248	33700505	33700623
RI	ENSBTAG00000002464	PLCH2	chr16	-	50382543	50383122	50382543	50382673	50382878	50383122
RI	ENSBTAG00000022744	TRIM71	chr22	+	7208250	7209126	7208250	7208734	7208821	7209126
RI	ENSBTAG00000000607	ABCF2	chr4	-	113802115	113802804	113802115	113802318	113802416	113802804
RI	ENSBTAG00000004876	RABL2B	chr5	+	120054994	120056199	120054994	120055078	120055258	120056199
RI	ENSBTAG00000018707	LDB3	chr28	+	41382113	41384200	41382113	41382199	41382364	41384200
RI	ENSBTAG00000048646	NA	chr11	-	85145953	85146771	85145953	85146179	85146487	85146771
RI	ENSBTAG00000003832	MFAP2	chr2	+	135615282	135616267	135615282	135615356	135615515	135616267
RI	ENSBTAG00000048774	ALKAL2	chr8	+	112741811	112742032	112741811	112741865	112741951	112742032
RI	ENSBTAG00000003607	FAM20C	chr25	-	42135191	42136518	42135191	42136026	42136458	42136518
RI	ENSBTAG00000004406	MSI2	chr19	+	8092266	8092676	8092266	8092344	8092635	8092676
RI	ENSBTAG00000010507	SLC22A16	chr9	+	39767731	39768263	39767731	39768083	39768185	39768263
RI	ENSBTAG00000013066	IGF2	chr29	+	49418803	49419941	49418803	49418952	49419256	49419941
RI	ENSBTAG00000004987	NUP210L	chr3	+	16447283	16447546	16447283	16447355	16447445	16447546
RI	ENSBTAG00000004517	TARBP1	chr28	-	7268380	7269320	7268380	7268888	7268924	7269320
RI	ENSBTAG00000014297	MOV10	chr3	-	30651618	30652245	30651618	30651820	30651939	30652245
RI	ENSBTAG00000003381	TENT4A	chr20	-	66450022	66452932	66450022	66452181	66452767	66452932
RI	ENSBTAG00000003381	TENT4A	chr20	-	66465642	66466592	66465642	66465689	66466468	66466592
RI	ENSBTAG00000047449	NA	chr11	-	49227753	49228296	49227753	49227857	49228128	49228296
RI	ENSBTAG00000005464	ADCY6	chr5	+	31006914	31009399	31006914	31007075	31008081	31009399
RI	ENSBTAG00000038442	WDR87	chr18	-	47758647	47762071	47758647	47761526	47761900	47762071
RI	ENSBTAG00000005716	CRABP2	chr3	+	14129795	14130828	14129795	14129912	14130374	14130828
RI	ENSBTAG00000052006	NA	chr16	+	54587570	54588143	54587570	54587844	54587889	54588143
RI	ENSBTAG00000009051	MMP19	chr5	+	57427399	57428488	57427399	57427485	57428357	57428488
RI	ENSBTAG00000024772	TRIP6	chr25	-	35787751	35788533	35787751	35788138	35788407	35788533
RI	ENSBTAG00000001119	ANKRD13B	chr19	+	20858571	20858829	20858571	20858696	20858783	20858829
RI	ENSBTAG00000012567	TERT	chr20	+	71155557	71156483	71155557	71155643	71156369	71156483
RI	ENSBTAG00000005724	SYTL4	chrX	+	51444055	51444505	51444055	51444165	51444402	51444505
RI	ENSBTAG00000012999	PRDM4	chr5	-	70997895	70998583	70997895	70998162	70998342	70998583
RI	ENSBTAG00000014697	SMARCC2	chr5	+	57158829	57159452	57158829	57158913	57159186	57159452
RI	ENSBTAG00000039819	RPH3AL	chr19	+	22437624	22440866	22437624	22437771	22439751	22440866
RI	ENSBTAG00000003718	HACL1	chr1	-	152632227	152632301	152632227	152632299	152632300	152632301
RI	ENSBTAG00000013249	SALL2	chr10	+	25650788	25653598	25650788	25651106	25653540	25653598
RI	ENSBTAG00000013249	SALL2	chr10	+	25650788	25654883	25650788	25653598	25654041	25654883
RI	ENSBTAG00000014387	PRKAB2	chr3	+	22529587	22530270	22529587	22529824	22530087	22530270
RI	ENSBTAG00000007275	TREM2	chr23	-	15082500	15083079	15082500	15082804	15082885	15083079
RI	ENSBTAG00000020313	FNBP1	chr11	-	100273468	100274048	100273468	100273605	100273926	100274048
RI	ENSBTAG00000020313	FNBP1	chr11	-	100339068	100339973	100339068	100339216	100339916	100339973
RI	ENSBTAG00000003950	PROC	chr2	-	5112526	5112861	5112526	5112641	5112728	5112861
RI	ENSBTAG00000024915	SECTM1A	chr19	-	50303431	50303592	50303431	50303495	50303536	50303592
RI	ENSBTAG00000000937	ITPRID2	chr2	-	14686502	14687452	14686502	14686559	14687402	14687452
RI	ENSBTAG00000049908	NA	chr28	+	14565685	14566360	14565685	14565931	14566110	14566360
RI	ENSBTAG00000017790	B9D1	chr19	+	34108197	34109111	34108197	34108266	34108999	34109111
RI	ENSBTAG00000005934	TTYH3	chr25	+	40742676	40743461	40742676	40742732	40743368	40743461
RI	ENSBTAG00000017104	MUC1	chr3	+	15428467	15429801	15428467	15428641	15428821	15429801
RI	ENSBTAG00000018097	PARN	chr25	-	13541860	13542457	13541860	13541938	13542270	13542457
RI	ENSBTAG00000006862	MEIS3	chr18	-	54393096	54393477	54393096	54393246	54393426	54393477
RI	ENSBTAG00000006862	MEIS3	chr18	-	54393096	54394751	54393096	54393477	54394700	54394751
RI	ENSBTAG00000003556	ZFYVE21	chr21	+	68327889	68328161	68327889	68328032	68328125	68328161
RI	ENSBTAG00000006505	S100A9	chr3	-	17117276	17117984	17117276	17117496	17117800	17117984
RI	ENSBTAG00000016043	GNB3	chr5	-	103608313	103608704	103608313	103608352	103608614	103608704
RI	ENSBTAG00000053310	C1QTNF9	chr12	+	34298125	34299251	34298125	34298307	34299188	34299251
RI	ENSBTAG00000000738	DAPK1	chr8	+	80919475	80921735	80919475	80920704	80921166	80921735
RI	ENSBTAG00000014809	ANXA6	chr7	-	62388749	62389937	62388749	62388844	62389846	62389937
RI	ENSBTAG00000002539	TRIOBP	chr5	+	109589362	109591861	109589362	109589526	109591144	109591861
RI	ENSBTAG00000011879	B4GALT2	chr3	-	102077532	102078571	102077532	102077888	102078388	102078571
RI	ENSBTAG00000047991	TAF4	chr13	+	55097811	55099087	55097811	55098393	55098435	55099087
RI	ENSBTAG00000020130	CLCN3	chr8	+	1634439	1637689	1634439	1634515	1635867	1637689
RI	ENSBTAG00000015738	GIGYF1	chr25	+	35900591	35900876	35900591	35900652	35900765	35900876
RI	ENSBTAG00000009434	PAQR6	chr3	+	14548273	14548739	14548273	14548401	14548533	14548739
RI	ENSBTAG00000017402	OSBPL2	chr13	-	54961929	54962112	54961929	54961994	54962078	54962112
RI	ENSBTAG00000020305	TOR1A	chr11	-	100204929	100205818	100204929	100205396	100205722	100205818
RI	ENSBTAG00000015103	IQCC	chr2	-	121318261	121318879	121318261	121318526	121318735	121318879
RI	ENSBTAG00000046026	SLC39A4	chr14	+	537363	538061	537363	537516	537873	538061
RI	ENSBTAG00000053503	NA	chr1	+	74675756	74676179	74675756	74675883	74676036	74676179
RI	ENSBTAG00000014003	MYF6	chr5	+	10276286	10277301	10276286	10276377	10276592	10277301
RI	ENSBTAG00000012112	SLC7A6	chr18	+	35649475	35650866	35649475	35649528	35650309	35650866
RI	ENSBTAG00000022147	EPS8L2	chr29	-	50614688	50615047	50614688	50614869	50614977	50615047
RI	ENSBTAG00000054996	NA	chr29	-	37249297	37249607	37249297	37249353	37249515	37249607
RI	ENSBTAG00000007626	IL2RG	chrX	+	79524430	79525287	79524430	79524500	79524810	79525287
RI	ENSBTAG00000009293	EVL	chr21	+	65088053	65089676	65088053	65088111	65089198	65089676
RI	ENSBTAG00000017121	ALB	chr6	+	88499946	88500079	88499946	88499973	88500061	88500079
RI	ENSBTAG00000000490	RTKN	chr11	+	10188710	10189681	10188710	10188900	10189255	10189681
RI	ENSBTAG00000050972	NA	chr2	+	120556430	120556799	120556430	120556502	120556610	120556799
RI	ENSBTAG00000015388	RPL18	chr18	-	55262137	55262734	55262137	55262245	55262605	55262734
RI	ENSBTAG00000015388	RPL18	chr18	-	55262605	55262734	55262605	55262692	55262728	55262734
RI	ENSBTAG00000016151	VTN	chr19	-	19855893	19856672	19855893	19856103	19856321	19856672
RI	ENSBTAG00000009917	PIP5K1B	chr8	+	44935683	44936031	44935683	44935735	44935962	44936031
RI	ENSBTAG00000002095	MEN1	chr29	-	43046752	43047213	43046752	43046909	43047080	43047213
RI	ENSBTAG00000002095	MEN1	chr29	-	43046752	43047766	43046752	43047213	43047508	43047766
RI	ENSBTAG00000019556	MIIP	chr16	-	41669150	41669486	41669150	41669251	41669371	41669486
RI	ENSBTAG00000018106	SPATA18	chr6	+	67945198	67945517	67945198	67945213	67945279	67945517
RI	ENSBTAG00000005603	CXCL11	chr6	-	90902719	90903766	90902719	90903457	90903693	90903766
RI	ENSBTAG00000018912	ARHGEF1	chr18	-	51338632	51338853	51338632	51338716	51338810	51338853
RI	ENSBTAG00000019592	MBD5	chr2	-	47729299	47730325	47729299	47729620	47729998	47730325
RI	ENSBTAG00000019592	MBD5	chr2	-	47755279	47756040	47755279	47755558	47755841	47756040
RI	ENSBTAG00000001024	ARID1A	chr2	-	126409500	126411594	126409500	126410376	126410601	126411594
RI	ENSBTAG00000044184	TUBGCP3	chr12	-	86209287	86209504	86209287	86209325	86209327	86209504
RI	ENSBTAG00000053154	NA	chr4	+	43766933	43767198	43766933	43766988	43767093	43767198
RI	ENSBTAG00000047707	BOLA-DOB	chr23	-	7114057	7116151	7114057	7115225	7115869	7116151
RI	ENSBTAG00000051720	NA	chrX	-	37485137	37486276	37485137	37485416	37486123	37486276
RI	ENSBTAG00000010828	NA	chr21	-	34811402	34812297	34811402	34811660	34812039	34812297
RI	ENSBTAG00000014526	MOB3A	chr7	+	21467422	21470865	21467422	21467625	21469553	21470865
RI	ENSBTAG00000005371	DPAGT1	chr15	-	29680910	29682311	29680910	29681600	29681715	29682311
RI	ENSBTAG00000014791	CTH	chr3	-	74766635	74767627	74766635	74767202	74767488	74767627
RI	ENSBTAG00000018804	CELSR2	chr3	-	34131463	34133721	34131463	34132781	34133486	34133721
RI	ENSBTAG00000046073	TMEM240	chr16	+	51083902	51085040	51083902	51084111	51084266	51085040
RI	ENSBTAG00000026429	DECR2	chr25	+	393469	393574	393469	393501	393502	393574
RI	ENSBTAG00000007031	OXSM	chr27	-	40008565	40010324	40008565	40009574	40010237	40010324
RI	ENSBTAG00000004505	NLRC3	chr25	-	2946250	2948268	2946250	2948000	2948090	2948268
RI	ENSBTAG00000007829	CSAD	chr5	+	26837491	26838042	26837491	26837628	26837915	26838042
RI	ENSBTAG00000007829	CSAD	chr5	+	26838541	26839194	26838541	26838648	26839078	26839194
RI	ENSBTAG00000015807	GALT	chr8	+	76012245	76013247	76012245	76012790	76013077	76013247
RI	ENSBTAG00000003601	ZMAT1	chrX	+	50372713	50373065	50372713	50372815	50372890	50373065
RI	ENSBTAG00000003857	SUSD6	chr10	+	81387451	81388094	81387451	81387611	81387889	81388094
RI	ENSBTAG00000006646	PRMT1	chr18	+	56087709	56089648	56087709	56087831	56089342	56089648
RI	ENSBTAG00000011617	MAMSTR	chr18	-	55357513	55358245	55357513	55357597	55358141	55358245
RI	ENSBTAG00000034963	MKS1	chr19	-	9160707	9161341	9160707	9160817	9161236	9161341
RI	ENSBTAG00000021504	TIRAP	chr29	+	29639039	29639527	29639039	29639163	29639368	29639527
RI	ENSBTAG00000014769	GMEB2	chr13	+	54101586	54102150	54101586	54101751	54102052	54102150
RI	ENSBTAG00000050334	CD83	chr23	-	42675682	42676478	42675682	42675798	42675890	42676478
RI	ENSBTAG00000005753	PARP6	chr10	-	19193438	19193672	19193438	19193506	19193659	19193672
RI	ENSBTAG00000013914	GATB	chr17	+	6061171	6061361	6061171	6061181	6061183	6061361
RI	ENSBTAG00000017328	PTI	chr13	+	74299633	74300845	74299633	74299825	74300275	74300845
RI	ENSBTAG00000013485	ZFYVE19	chr10	+	36346935	36347696	36346935	36347192	36347295	36347696
RI	ENSBTAG00000016603	NA	chr21	-	66917176	66918015	66917176	66917317	66917954	66918015
RI	ENSBTAG00000050045	NA	chr5	-	23899621	23900288	23899621	23899914	23900107	23900288
RI	ENSBTAG00000017243	GATA3	chr13	-	15906718	15907456	15906718	15907047	15907194	15907456
RI	ENSBTAG00000051151	NA	chr13	+	77376884	77378276	77376884	77376949	77377260	77378276
RI	ENSBTAG00000040555	FBXL19	chr25	+	27085150	27086008	27085150	27085369	27085476	27086008
RI	ENSBTAG00000045617	MTERF1	chr4	-	9254103	9254862	9254103	9254165	9254721	9254862
RI	ENSBTAG00000000049	CCDC77	chr5	+	107318960	107319319	107318960	107319086	107319166	107319319
RI	ENSBTAG00000004729	PKMYT1	chr25	-	2380373	2381746	2380373	2380626	2381588	2381746
RI	ENSBTAG00000004729	PKMYT1	chr25	-	2380373	2382002	2380373	2381746	2381829	2382002
RI	ENSBTAG00000006818	TMEM185A	chrX	-	32099884	32101470	32099884	32100522	32101271	32101470
RI	ENSBTAG00000002226	FBXO31	chr18	-	12964424	12964773	12964424	12964557	12964614	12964773
RI	ENSBTAG00000032087	ATXN2L	chr25	-	25974050	25975364	25974050	25974567	25975120	25975364
RI	ENSBTAG00000032087	ATXN2L	chr25	-	25974050	25975364	25974050	25974567	25975174	25975364
RI	ENSBTAG00000024960	NA	chr3	-	12133064	12135686	12133064	12134454	12135407	12135686
RI	ENSBTAG00000002633	SEPTIN9	chr19	-	54497004	54500007	54497004	54498863	54499955	54500007
RI	ENSBTAG00000000011	TDH	chr8	-	7960441	7961201	7960441	7960512	7961158	7961201
RI	ENSBTAG00000007649	TM2D3	chr21	+	28805847	28806514	28805847	28806078	28806421	28806514
RI	ENSBTAG00000032819	MUC20	chr1	+	70466476	70468330	70466476	70467679	70468201	70468330
RI	ENSBTAG00000016357	VNN2	chr9	-	70915515	70916052	70915515	70915646	70915766	70916052
RI	ENSBTAG00000015337	TSPAN12	chr4	-	85353952	85354877	85353952	85354088	85354564	85354877
RI	ENSBTAG00000007741	CRLF1	chr7	+	4595691	4596108	4595691	4595849	4595939	4596108
RI	ENSBTAG00000008371	FBXL20	chr19	-	39742500	39744202	39742500	39742806	39743988	39744202
RI	ENSBTAG00000019770	APOA4	chr15	-	27480075	27480665	27480075	27480202	27480566	27480665
RI	ENSBTAG00000001762	RFXANK	chr7	-	4060649	4061160	4060649	4060730	4061093	4061160
RI	ENSBTAG00000012421	TANGO2	chr17	+	72966259	72967481	72966259	72966364	72966677	72967481
RI	ENSBTAG00000014966	PLXNB2	chr5	-	119649339	119649671	119649339	119649466	119649570	119649671
RI	ENSBTAG00000021636	GPR155	chr2	+	22323336	22324293	22323336	22323532	22323796	22324293
RI	ENSBTAG00000007492	ADAMTSL2	chr11	+	104420226	104421529	104420226	104420302	104421426	104421529
RI	ENSBTAG00000018897	PSMD11	chr19	-	17701897	17702719	17701897	17702107	17702667	17702719
RI	ENSBTAG00000016406	MCM10	chr13	+	27861757	27862129	27861757	27861862	27862000	27862129
RI	ENSBTAG00000011400	DBN1	chr7	-	38962737	38963494	38962737	38962850	38963438	38963494
RI	ENSBTAG00000033334	SPATA2L	chr18	-	14578663	14579286	14578663	14578967	14579175	14579286
RI	ENSBTAG00000005116	FKBP15	chr8	-	102455505	102456200	102455505	102455575	102456115	102456200
RI	ENSBTAG00000000755	ZFR2	chr7	+	20156743	20157342	20156743	20156947	20157055	20157342
RI	ENSBTAG00000000755	ZFR2	chr7	+	20165668	20166058	20165668	20165808	20165925	20166058
RI	ENSBTAG00000012186	DKKL1	chr18	+	55842662	55843496	55842662	55843073	55843321	55843496
RI	ENSBTAG00000012186	DKKL1	chr18	+	55843926	55844292	55843926	55844067	55844199	55844292
RI	ENSBTAG00000013279	FOXP3	chrX	-	87293768	87294117	87293768	87293849	87294029	87294117
RI	ENSBTAG00000009107	CBX8	chr19	+	52742476	52743310	52742476	52742644	52743244	52743310
RI	ENSBTAG00000007075	NA	chr23	+	28055565	28056309	28055565	28055835	28056051	28056309
RI	ENSBTAG00000016477	PEAK3	chr7	+	21274512	21275310	21274512	21274840	21275224	21275310
RI	ENSBTAG00000016255	PLEK2	chr10	-	79279033	79280073	79279033	79279233	79279994	79280073
RI	ENSBTAG00000008705	CABLES1	chr24	-	33407300	33408139	33407300	33407642	33407711	33408139
RI	ENSBTAG00000027854	ARHGDIG	chr25	+	308326	308660	308326	308506	308576	308660
RI	ENSBTAG00000004999	RESF1	chr5	-	77926757	77933075	77926757	77926841	77928043	77933075
RI	ENSBTAG00000053422	NA	chr22	+	57627792	57628205	57627792	57627935	57628065	57628205
